new_clean_name,old_sf_name,old_lg_name,osa_govt_lvl,lg_govt_lvl,new_entity_for_osa,new_entity_for_lg,name_changed_in_salesforce,name_cnt,sf_id,lg_id,primary_email,primary_first_name,primary_last_name,primary_title,primary_phone
Sevier School District,Sevier School District,Sevier School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1jKAAS,1227,krista.nielson@seviersd.org,Krista,Nielson,,4358968214
Sevier Special Service District 3,Sevier Special Service District #3,,Local and Special Service District,,FALSE,TRUE,TRUE,1,0014100000rD1vMAAS,,,,,,
Sevier Special Service District 4,Sevier Special Service District #4,,Local and Special Service District,,FALSE,TRUE,TRUE,1,0014100000rD1vNAAS,,,,,,
Sevier Valley Applied Technology Center,Sevier Valley Applied Technology Center,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100000rD4iXAAS,,,,,,
Sevier Valley Clinic,SEVIER VALLEY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX38QAF,,,,,,
Sevier Valley Hospital,SEVIER VALLEY HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX39QAF,,,,,,
Sevier Valley Medical Center Physician Group,SEVIER VALLEY MEDICAL CENTER PHYSICIAN GROUP,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3AQAV,,,,,,
Shambip Conservation District,Shambip Conservation District,Shambip Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD11yAAC,1229,sapehrson1987@gmail.com,Amy,Pehrson,,4358412751
Shango Music and Dance Dba Samba Fogo,,Shango Music and Dance DBA Samba Fogo,,Nonprofit Corporation,TRUE,FALSE,,1,,1230,lorin@sambafogo.com,Lorin,Hansen,,801.520.0444
Shaw Mumford and Co CPAs,"Shaw Mumford & Co., CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0yjAAC,,,,,,
Sheep Creek Irrigation Company,Sheep Creek Irrigation Company,Sheep Creek Irrigation Company,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1XJAA0,1231,sheepcreekirrigation@gmail.com,Lesa,Asay,,4358808054
Shejumps,,SheJumps,,Nonprofit Corporation,TRUE,FALSE,,1,,1232,claire@shejumps.org,Claire,Smallwood,Executive Director,5054803338
Shelley and Co CPAs,"Shelley & Co., CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0ykAAC,,,,,,
Shelly Savage MD,SHELLY SAVAGE MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3BQAV,,,,,,
Shelter the Homeless,Shelter the Homeless,Shelter the Homeless,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1veAAC,1233,lhopkins@homelessutah.org,Laurie,Hopkins,Executive Director,4356555368
Shepard Creek OBGYN,SHEPARD CREEK OBGYN,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3CQAV,,,,,,
Shivwits Medical Clinic,SHIVWITS MEDICAL CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3DQAV,,,,,,
Shopko Optical 085,SHOPKO OPTICAL 085,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3EQAV,,,,,,
Shopko Optical 097,SHOPKO OPTICAL 097,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3FQAV,,,,,,
Shriners Hospitals for Children,SHRINERS HOSPITALS FOR CHILDREN,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhX3GQAV,,,,,,
Shriners Hospitals for Children,SHRINERS HOSPITALS FOR CHILDREN,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhX3HQAV,,,,,,
Sienna Hills Public Infrastructure District 1,Sienna Hills Public Infrastructure District 1,Sienna Hills Public Infrastructure District No. 1,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0011K00002afcGCQAY,1234,nasmus@snowjensen.com,Natasha,Asmus,Paralegal,4356283688
Sigurd Town,Sigurd Town,Sigurd Town,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1qdAAC,1235,sigurdtown@cut.net,Vickie,Houston,,435-896-4645
Silver Creek Psychiatry,SILVER CREEK PSYCHIATRY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3IQAV,,,,,,
Silver Reef Foundation,"Silver Reef Foundation, Inc.","SILVER REEF FOUNDATION, INC.",Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0011K00002RHzG7QAL,1236,silverreefacct@gmail.com,Andrew,Peterson,Treasurer,2017559860
Silver Reef Special Service District,Silver Reef Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1FFAA0,,,,,,
Silverado Counseling Services,SILVERADO COUNSELING SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3JQAV,,,,,,
Six County Area Agency on Aging,,Six County Area Agency on Aging,,Area Agency (including Aging and High-Risk Adult),TRUE,FALSE,,1,,1237,bjackson@sixcounty.com,Brock,Jackson,,4358930725
Six County Association of Governments,Six County Association of Governments,Six County Association of Governments,AOG,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD0xLAAS,1238,arosquist@sixcounty.com,Amy,Rosquist,,4358930720
Skaggs Chiropractic,SKAGGS CHIROPRACTIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3KQAV,,,,,,
Skyline Mountain Special Service District,Skyline Mountain Special Service District,Skyline Mountain Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FGAA0,1239,smssd2013@gmail.com,Roy,Fox,Water Superintendent,4354691661
Skyline Plastic and Hand Surgery,SKYLINE PLASTIC AND HAND SURGERY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3LQAV,,,,,,
Skyview High School,Skyview High School,,Component,,FALSE,TRUE,FALSE,1,0014100001ioOveAAE,,,,,,
Skyward Symphony,,Skyward Symphony,,Nonprofit Corporation,TRUE,FALSE,,1,,1240,rnickolasjones@gmail.com,ROBERT,JONES,,8019288266
Sleep and Breathe Specialists,SLEEP AND BREATHE SPECIALISTS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3MQAV,,,,,,
Sleep and Lung Clinic of Utah,SLEEP AND LUNG CLINIC OF UTAH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3NQAV,,,,,,
Smith Marion and Co,Smith Marion & Co.,,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0ymAAC,,,,,,
Smith Powell and Co,"Smith Powell & Co., LLC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0ynAAC,,,,,,
Smith and Anderson CPAs,"Smith and Anderson, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0ylAAC,,,,,,
Smithfield Canyon Eye Care,SMITHFIELD CANYON EYE CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3OQAV,,,,,,
Smithfield City,Smithfield City,Smithfield City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD11GAAS,1242,jlewis@smithfieldcity.org,Justin,Lewis,,4357927990
Smithfield City Redevelopment Agency,Smithfield City Redevelopment Agency,Smithfield City Redevelopment Agency (RDA),Redevelopment Agency/Project Area,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,0014100000rD1hHAAS,1243,jlewis@smithfieldcity.org,Justin,Lewis,,435-792-7990
Smuin Rich and Marsing CPAs,"Smuin, Rich & Marsing, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0yoAAC,,,,,,
Snow College,Snow College,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100000rD4iZAAS,,,,,,
Snow Creek Emergency and Medical Center,SNOW CREEK EMERGENCY & MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3PQAV,,,,,,
Snow and Nelson CPAs,"Snow & Nelson, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0ypAAC,,,,,,
Snowbasin Emergency Clinic,SNOWBASIN EMERGENCY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3QQAV,,,,,,
Snowbird Clinic,SNOWBIRD CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3RQAV,,,,,,
Snowville Town,Snowville Town,"Snowville Town, Inc.",Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1qeAAC,1244,snowvilletown@gmail.com,Stacey,Hill,Clerk/Treasurer,4358728501
Snyderville Basin Cemetery Maintenance District,Snyderville Basin Cemetery Maintenance District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,00141000017aovpAAA,,,,,,
Snyderville Basin Special Recreation District,Snyderville Basin Special Recreation District,Snyderville Basin Special Recreation District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FHAA0,1245,dana@basinrecreation.org,Dana,Jones,,4356491564
Snyderville Basin Water Reclamation District,Snyderville Basin Water Reclamation District,Snyderville Basin Water Reclamation District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FIAA0,1246,bpassey@sbwrd.org,Brian,K. Passey,,4352145226
Soap2hope,Soap2Hope,,Non Profits,,FALSE,TRUE,TRUE,1,0011K00002a9EY7QAM,,,,,,
Sojourner Health,SOJOURNER HEALTH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3SQAV,,,,,,
Soldier Hollow Charter School,Soldier Hollow Charter School,Soldier Hollow Charter School,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1jLAAS,1247,jamie.bennion@myshcs.org,Jamie,Bennion,Director,4356541347
Soldier Summit Local District,Soldier Summit Local District,Soldier Summit Local District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FKAA0,1248,dr.sudsy@gmail.com,David,Sudweeks,Chair,8013687022
Solid Waste Special Service District 1,Solid Waste Special Service District 1,Solid Waste Special Service District #1,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1vAAAS,1249,swssd1@swssd1.org,NOT,VALID,Organization,4352596314
Somali Bantus of Utah,Somali Bantus of Utah,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002a9EZoQAM,,,,,,
Sorensen Vance and Co PC,"Sorensen, Vance & Co., P.C.",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0yqAAC,,,,,,
South Cache Valley Clinic,SOUTH CACHE VALLEY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3TQAV,,,,,,
South Davis Fire District,South Davis Fire District,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD1AGAA0,,,,,,
South Davis Metro Fire Agency,South Davis Metro Fire Agency,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD1AHAA0,,,,,,
South Davis Metro Fire Service Area,South Davis Metro Fire Service Area,South Davis Metro Fire Service Area,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1O8AAK,1250,jessica.hardy@sdmetrofire.org,Jessica,Hardy,Finance Director,8016772400
South Davis Recreation District,South Davis Recreation District,South Davis Recreation District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FMAA0,1251,tmiller@southdavisrecreation.com,Theodore,Miller,,8012986225
South Davis Sewer District,South Davis Sewer District,South Davis Sewer District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FNAA0,1252,mkatter@sdsd.us,Mark,Kattter,,801-295-3469
South Davis Water District,South Davis Water District,South Davis Water District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FLAA0,1253,jake@southdaviswater.us,Jake,Ferguson,GM,8012954468
South Hills Eye Care Associates,SOUTH HILLS EYE CARE ASSOCIATES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3UQAV,,,,,,
South Jordan City,South Jordan City,South Jordan City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD11HAAS,237,acrookston@sjc.utah.gov,Anna,Crookston,,801-446-4357
South Jordan City Redevelopment Agency,South Jordan City Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1hIAAS,,,,,,
South Jordan Clinic,SOUTH JORDAN CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3VQAV,,,,,,
South Jordan Municipal Building Authority City,,South Jordan Municipal Building Authority City,,Local Building Authority,TRUE,FALSE,,1,,238,acrookston@sjc.utah.gov,Anna,Crookston,City Recorder,8013301690
South Ogden City,South Ogden City,South Ogden City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD11IAAS,1262,lkapetanov@southogdencity.gov,Leesa,Kapetanov,City Recorder,8016222709
South Ogden City Redevelopment Agency,South Ogden City Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1hJAAS,,,,,,
South Ogden Clinic,SOUTH OGDEN CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3WQAV,,,,,,
South Ogden Community Development and Renewal Agency,,South Ogden Community Development and Renewal Agency,,Community Reinvestment Agency,TRUE,FALSE,,1,,1263,lkapetanov@southogdencity.gov,Leesa,Kapetanov,,8016222709
South Ogden Conservation District,South Ogden Conservation District,South Ogden Conservation District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FOAA0,1264,tmartinson@pineviewwater.com,Tamera,Martinson,Office Manager,8016224348
South Ogden Instacare,SOUTH OGDEN INSTACARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3XQAV,,,,,,
South Ogden Specialty Surgical Center,SOUTH OGDEN SPECIALTY SURGICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3YQAV,,,,,,
South Ogden Veteran Affairs Clinic,SOUTH OGDEN VA CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3ZQAV,,,,,,
South Rim Special Service District,South Rim Special Service District,South Rim Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FPAA0,1265,bbhogan52@gmail.com,William,Hogan,,4358302646
South Salt Lake City,South Salt Lake City,The  South Salt Lake City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD11JAAS,1361,aandrus@sslc.gov,Ariel,Andrus,City Recorder,8014836019
South Salt Lake Redevelopment Agency,South Salt Lake Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1hKAAS,,,,,,
South Salt Lake Valley Mosquito Abatement District,South Salt Lake Valley Mosquito Abatement District,South Salt Lake Valley Mosquito Abatement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FJAA0,1266,kdraper@sslvmad.org,Kassie,Draper,Finance Manager,8017480081
South Sandy Clinic,SOUTH SANDY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3aQAF,,,,,,
South Sanpete School District,South Sanpete School District,South Sanpete School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1jMAAS,1267,jake.hill@ssanpete.org,Jake,Hill,Business Administrator,4358352261
South Sevier Clinic,SOUTH SEVIER CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3bQAF,,,,,,
South Sevier Special Service District,South Sevier Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1FQAA0,,,,,,
South Summit Cemetery Maintenance District,South Summit Cemetery Maintenance District,South Summit Cemetery Maintenance District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FRAA0,1268,southsummitcemetery@yahoo.com,B.,Howick,,435-783-4569
South Summit Fire Protection District,South Summit Fire Protection District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1FSAA0,,,,,,
South Summit Pediatrics,SOUTH SUMMIT PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3cQAF,,,,,,
South Summit School District,South Summit School District,South Summit School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1jNAAS,1269,arobinson@ssummit.org,Adam,Robinson,,435-783-4301
South Utah County Natural Gas Improvement District,South Utah County Natural Gas Improvement District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000wXVPbAAO,,,,,,
South Utah Valley Animal Services Special Service District,South Utah Valley Animal Services Special Service District,South Utah Valley Animal Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1FTAA0,1270,kierstan.suvas@gmail.com,Kierstan,Munford,,801-851-4080
South Utah Valley Electric Service District,South Utah Valley Electric Service District,South Utah Valley Electric Service District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1vBAAS,1271,mark@sesdofutah.org,Mark,Holdaway,Clerk,8014658020
South Utah Valley Municipal Water Association,South Utah Valley Municipal Water Association,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD1AIAA0,,,,,,
South Utah Valley Solid Waste District,South Utah Valley Solid Waste District,South Utah Valley Solid Waste District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1vCAAS,1272,tficklin@suvswd.org,Terry,Ficklin,District Manager,8014893027
South Valley Ear Nose and Throat Associates,SOUTH VALLEY EAR NOSE AND THROAT ASSOCIATES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3dQAF,,,,,,
South Valley Eyecare Center,SOUTH VALLEY EYECARE CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3eQAF,,,,,,
South Valley Neurological Associates,SOUTH VALLEY NEUROLOGICAL ASSOCIATES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3fQAF,,,,,,
South Valley OB-Gyn,SOUTH VALLEY OB/GYN,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3gQAF,,,,,,
South Valley Orthomed,SOUTH VALLEY ORTHOMED,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3hQAF,,,,,,
South Valley Rheumatology,SOUTH VALLEY RHEUMATOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3iQAF,,,,,,
South Valley Sanctuary,"South Valley Sanctuary, Inc.",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1PhAAK,,,,,,
South Valley Services,,South Valley Services,,Nonprofit Corporation,TRUE,FALSE,,1,,1273,lboyer@svsutah.org,Lindsey,Boyer,Executive Director,801.255.1095 ext. 207
South Valley Sewer District,South Valley Sewer District,South Valley Sewer District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1vDAAS,1274,joelt@svsewer.com,Joel,Thompson,General Manager,8015711166
South Valley Training Company,South Valley Training Company,SOUTH VALLEY TRAINING CO INC.,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1PiAAK,1275,jackieo@southvalleytraining.org,Jackie,Olson,EXECUTIVE DIRECTOR,8015611661
South Valley Water Reclamation Facility,South Valley Water Reclamation Facility,South Valley Water Reclamation Facility,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1AgAAK,1276,lrawlings@svwater.com,Lee,Rawlings,General Manager,8014955481
South Valley Womens Health Care,SOUTH VALLEY WOMEN'S HEALTH CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3jQAF,,,,,,
South Weber City,South Weber City,South Weber City,City,Local Building Authority,FALSE,FALSE,FALSE,1,0014100000rD11KAAS,1277,lsmith@southwebercity.com,Lisa,Smith,City Recorder,8014793177
South Weber City Community Development and Renewal Agency,,South Weber City Community Development and Renewal Agency,,Community Reinvestment Agency,TRUE,FALSE,,1,,1278,lsmith@southwebercity.com,Lisa,Smith,City Recorder,8014793177
South Weber Community Revelopment Agency,South Weber Community Revelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1hLAAS,,,,,,
South Weber Water Improvement District,South Weber Water Improvement District,South Weber Water Improvement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1FUAA0,1279,southweberwater@gmail.com,Wendy,Dahl,,
Southeast Christian Church,Southeast Christian Church,,Non Profits,,FALSE,TRUE,FALSE,1,001Do00000Kt9KlIAJ,,,,,,
Southeast Educational Service Center,Southeast Educational Service Center,Southeast Education Service Center,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1jOAAS,1254,johnna@seschools.org,Johnna,Boyack,Office Manager,4356371173
Southeast Utah Community Development Corporation,,Southeast Utah Community Development Corporation,,Nonprofit Corporation,TRUE,FALSE,,1,,1258,nptatton@gmail.com,Nick,Tatton,,435-636-3184
Southeast Utah Health Department,,Southeast Utah Health Department,,Local Health Department,TRUE,FALSE,,1,,1259,trandall@utah.gov,Tracy,Randall,Budget & Accounting Officer,4356361155
Southeastern Community Action Partnership,,"Southeastern Community Action Partnership, Inc.",,Governmental Nonprofit Corporation,TRUE,FALSE,,1,,1255,ggamber@seualg.utah.gov,Geri,Gamber,Executive Director,4356375444
Southeastern Utah Area Agency on Aging,,Southeastern Utah Area Agency on Aging,,Area Agency (including Aging and High-Risk Adult),TRUE,FALSE,,1,,1256,shorrocks@seualg.utah.gov,Shawna,Horrocks,"Area Agency on Aging, Director",4356130036
Southeastern Utah Association of Governments,Southeastern Utah Association of Governments,Southeastern Utah Association of Local Governments,AOG,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD0xMAAS,1257,poman@seualg.utah.gov,Petrea,Oman,Fiscal/HR Manager,4356130030
Southeastern Utah District Health Department,Southeastern Utah District Health Department,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD13MAAS,,,,,,
Southeastern Utah Eye Center,SOUTHEASTERN UTAH EYE CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3kQAF,,,,,,
Southern Utah Ear Nose and Throat,SOUTHERN UTAH EAR NOSE AND THROAT,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3lQAF,,,,,,
Southern Utah Eye Care,SOUTHERN UTAH EYE CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3mQAF,,,,,,
Southern Utah Heritage Choir,Southern Utah Heritage Choir,Southern Utah Heritage Choir,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002a9EgVQAU,1260,woodoffice1@yahoo.com,J.,Bryce Woodbury,,916-612-1001
Southern Utah Home Builders Association,Southern Utah Home Builders Association,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002MUWLyQAP,,,,,,
Southern Utah Kidney and Hypertension,SOUTHERN UTAH KIDNEY & HYPERTENSION,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3nQAF,,,,,,
Southern Utah Neurosciences Institute,SOUTHERN UTAH NEUROSCIENCES INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3oQAF,,,,,,
Southern Utah Orthopedics and Sports Medicine,SOUTHERN UTAH ORTHOPEDICS & SPORTS MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3pQAF,,,,,,
Southern Utah Pacific Islander Coalition,Southern Utah Pacific Islander Coalition,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002a9EnCQAU,,,,,,
Southern Utah Plastic Surgery and Dermatology,SOUTHERN UTAH PLASTIC SURGERY & DERMATOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3qQAF,,,,,,
Southern Utah Shooting Sports Park Special Service District,Southern Utah Shooting Sports Park Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1FVAA0,,,,,,
Southern Utah Surgical and Laser Aesthetics,SOUTHERN UTAH SURGICAL AND LASER AESTHETICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3rQAF,,,,,,
Southern Utah University,Southern Utah University,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100000rD4icAAC,,,,,,
Southern Utah University Foundation,Southern Utah University Foundation,,Educational Foundation or Component Unit,,FALSE,TRUE,FALSE,1,0014100001NATkwAAH,,,,,,
Southern Utah Valley Power,Southern Utah Valley Power,Southern Utah Valley Power Systems,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1AJAA0,1261,craigm@suvps.org,CRAIG,MICHAELIS,System Engineer,8016732882
Southern Utah Vision Care,SOUTHERN UTAH VISION CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3sQAF,,,,,,
Southern Utah Womens Health Center,SOUTHERN UTAH WOMEN'S HEALTH CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3tQAF,,,,,,
Southridge Clinic Medical Specialties,SOUTHRIDGE CLINIC MEDICAL SPECIALTIES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3uQAF,,,,,,
Southridge Clinic OB-Gyn,SOUTHRIDGE CLINIC OB-GYN,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3vQAF,,,,,,
Southridge Clinic Pediatrics,SOUTHRIDGE CLINIC PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3wQAF,,,,,,
Southridge Clinic Surgical Specialties,SOUTHRIDGE CLINIC SURGICAL SPECIALTIES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3xQAF,,,,,,
Southridge Instacare,SOUTHRIDGE INSTACARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3yQAF,,,,,,
Southridge Kidscare,SOUTHRIDGE KIDSCARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX3zQAF,,,,,,
Southwest Allergy and Asthma Clinic,SOUTHWEST ALLERGY AND ASTHMA CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX40QAF,,,,,,
Southwest Applied Technology College,Southwest Applied Technology College,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100000rD4idAAC,,,,,,
Southwest Behavioral Health Center,(OLD)SOUTHWEST BEHAVIORAL HEALTH CENTER,Southwest Behavioral Health Center,Health Provider,Local Mental Health Authority,FALSE,FALSE,TRUE,2,0011K00002EhX41QAF,1280,mdeal@sbhcutah.org,Michael,Deal,,(435) 634-5614
Southwest Behavioral Health Center,Southwest Behavioral Health Center,Southwest Behavioral Health Center,Interlocal,Local Mental Health Authority,FALSE,FALSE,FALSE,2,0014100000rD1AcAAK,1280,mdeal@sbhcutah.org,Michael,Deal,,(435) 634-5614
Southwest Center,SOUTHWEST CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX42QAF,,,,,,
Southwest Childrens Clinic,SOUTHWEST CHILDREN'S CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX43QAF,,,,,,
Southwest Economic Development Project Area Plan,Southwest Economic Development Project Area Plan,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1hMAAS,,,,,,
Southwest Educational Development Center,Southwest Educational Development Center,Southwest Educational Development Center,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1jQAAS,1281,joeb@sedck12.org,Joe,Wright,Executive Director,4355862865
Southwest Family Medicine,SOUTHWEST FAMILY MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX44QAF,,,,,,
Southwest Internal Medicine,SOUTHWEST INTERNAL MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhX45QAF,,,,,,
